"camis","dba","boro","building","street","zipcode","phone","cuisine_description","inspection_date","action","violation_code","violation_description","critical_flag","score","grade","grade_date","record_date","inspection_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","location"
"50138819","ISLAND GRILL","Manhattan","576","W 125TH ST","10027","9174539733","Caribbean","2023-12-27T00:00:00.000","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","22",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.815272619787","-73.95794782429","109","07","021100","1059689","1019800075","MN09","POINT (-73.95794782429 40.815272619787)"
"50002280","DIMES","Manhattan","143","DIVISION STREET","10002","2122409410","American","2025-04-17T00:00:00.000","Violations were cited in the following area(s).","09C","Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.","Not Critical","9","A","2025-04-17T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.714508955951","-73.990967453353","103","01","000600","1003602","1002830077","MN28","POINT (-73.990967453353 40.714508955951)"
"50088036","YUM YUM TOO","Manhattan","662","9 AVENUE","10036","2039939934","Thai","2025-10-06T00:00:00.000","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","52",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.761073848253","-73.990683161327","104","03","012700","1025038","1010370001","MN15","POINT (-73.990683161327 40.761073848253)"
"50166752","PENELOPE MEXICAN BISTRO","Brooklyn","338","FRANKLIN AVENUE","11238","7184838105","Mexican","2025-04-24T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","10","A","2025-04-24T00:00:00.000","2026-07-01T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.687547577497","-73.956961373756","303","35","023300","3056315","3019670041","BK75","POINT (-73.956961373756 40.687547577497)"
"41251337","ATLANTIC DINER","Queens","111-16","ATLANTIC AVENUE","11419","7188496673","American","2024-04-16T00:00:00.000","Violations were cited in the following area(s).","05D","No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.","Critical","25",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.692184770551","-73.834580274446","409","29","011800","4000000","4093970004","QN54","POINT (-73.834580274446 40.692184770551)"
"50096780","SUSHI BY BOU","Manhattan","32","EAST   32 STREET","10016","9176890660","Japanese","2022-02-23T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","5","B","2022-02-23T00:00:00.000","2026-07-01T06:00:14.000","Pre-permit (Operational) / Re-inspection","40.746328200636","-73.983579156476","105","04","007400","1016996","1008610054","MN17","POINT (-73.983579156476 40.746328200636)"
"50043707","DRAGON GARDEN","Queens","86-18","ROCKAWAY BEACH BOULEVARD","11693","7189451808","Chinese","2024-06-24T00:00:00.000","Violations were cited in the following area(s).","08B","Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.","Not Critical","28",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.587531569631","-73.811506513311","414","32","094202","4303412","4161200001","QN12","POINT (-73.811506513311 40.587531569631)"
"41541247","CAFE EUROASIA","Brooklyn","602","BRIGHTON BEACH AVENUE","11235","7188910008","Russian","2026-04-07T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedure improper.","Not Critical","4","A","2026-04-07T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Re-inspection","40.577626069185","-73.961294672205","313","48","036002","3245110","3086910047","BK19","POINT (-73.961294672205 40.577626069185)"
"50173629","BONE BROTH BEEF NOODLES SHOP","Queens","13335","ROOSEVELT AVE","11354","9293419275","Asian/Asian Fusion","2025-08-04T00:00:00.000","Violations were cited in the following area(s).","06F","Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.","Critical","37",,,"2026-07-01T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.758501995257","-73.833241808988","407","20","087100","4112276","4049730016","QN22","POINT (-73.833241808988 40.758501995257)"
"50091934","POPEYES","Brooklyn","1110","AVENUE U","11223","7183360087","Chicken","2026-03-10T00:00:00.000","Violations were cited in the following area(s).","08C","Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.","Not Critical","10","A","2026-03-10T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.598321660053","-73.960962144916","315","48","058200","3199391","3073430103","BK25","POINT (-73.960962144916 40.598321660053)"
"40698807","MAMA MIA 44 SW","Manhattan","621","9 AVENUE","10036","2018509162","Italian","2023-04-26T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","42",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.759632932643","-73.991762664033","104","03","012100","1026369","1010530036","MN15","POINT (-73.991762664033 40.759632932643)"
"50117518","KYURAMEN & TBAAR","Brooklyn","155","5 AVENUE","11217","9179091015","Japanese","2023-07-21T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","12","A","2023-07-21T00:00:00.000","2026-07-01T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.677894949453","-73.979435602619","306","39","013100","3019397","3009470005","BK37","POINT (-73.979435602619 40.677894949453)"
"50138006","COMFORT INN","Manhattan","548","WEST   48 STREET","10036","2125860400","Armenian","2023-12-01T00:00:00.000","Violations were cited in the following area(s).","06A","Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.","Critical","27",,,"2026-07-01T06:00:14.000","Pre-permit (Operational) / Compliance Inspection","40.764244298403","-73.99467893203","104","03","012900","1090609","1010760057","MN15","POINT (-73.99467893203 40.764244298403)"
"50161251","UNCLE FOON'S KITCHEN","Brooklyn","1482","86 STREET","11228","7185522252","Chinese","2025-07-09T00:00:00.000","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","25","B","2025-07-09T00:00:00.000","2026-07-01T06:00:14.000","Pre-permit (Operational) / Re-inspection","40.611590699658","-74.009846950332","311","50","017000","3166107","3063590040","BK27","POINT (-74.009846950332 40.611590699658)"
"50142751","BROOKLYN FRENCH BAKERS","Brooklyn","510","2 STREET","11215","9174704579","French","2023-12-06T00:00:00.000","Violations were cited in the following area(s).","20-01","Allergen or intolerance notice not translated into common language when required","Not Critical",,,,"2026-07-01T06:00:14.000","Administrative Miscellaneous / Initial Inspection","40.670906417321","-73.977664164776","306","39","015500","3025286","3010780008","BK37","POINT (-73.977664164776 40.670906417321)"
"50154007","D'BICHOTE ANTOJITOS & MAS","Manhattan","3515","BROADWAY","10031","7185843333","Spanish","2025-03-19T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","10G","Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.","Not Critical","87","N",,"2026-07-01T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.825664212619","-73.951014542162","109","07","022900","1062362","1020900036","MN04","POINT (-73.951014542162 40.825664212619)"
"50038882","MIKE'S DELI","Brooklyn","9510","4 AVENUE","11209","7182385200","American","2023-05-30T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","24",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.615643653446","-74.031242741301","310","47","005400","3155635","3061170134","BK31","POINT (-74.031242741301 40.615643653446)"
"50162483","TOUS LES JOURS","Queens","271-02","UNION TURNPIKE","11040","3474265398","Bakery Products/Desserts","2026-04-27T00:00:00.000","Violations were cited in the following area(s).","10D","Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.","Not Critical","12","A","2026-04-27T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.751862167958","-73.702789856761","413","23","157901","4177259","4086740013","QN44","POINT (-73.702789856761 40.751862167958)"
"50179935","NEW HONG KONG KITCHEN","Bronx","1838","EAST TREMONT AVENUE","10460","6463619275","Chinese","2026-05-04T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","12","A","2026-05-04T00:00:00.000","2026-07-01T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.840542187967","-73.866487595887","209","18","021601","2028704","2039250009","BX08","POINT (-73.866487595887 40.840542187967)"
"50160911","PECKING HOUSE","Manhattan","83","HENRY STREET","10002","6463603351","Chicken","2025-05-28T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","16",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.713109289566","-73.993398877033","103","01","000800","1003530","1002820007","MN27","POINT (-73.993398877033 40.713109289566)"
"41247493","MY PLACE FAMILY PIZZA","Bronx","240","EAST  198 STREET","10458","7185622399","Pizza","2025-11-24T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","13","A","2025-11-24T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.869306788352","-73.889559125976","207","15","040501","2017054","2033010054","BX05","POINT (-73.889559125976 40.869306788352)"
